Record,Date,UTC Time,CV,PV,SP,DS1,DS2,DS3
         1, 3/21/2013, 1:58:07,   7.000000E+01,   4.578624E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         2, 3/21/2013, 1:58:08,   7.000000E+01,   4.579528E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         3, 3/21/2013, 1:58:08,   7.000000E+01,   4.579528E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         4, 3/21/2013, 1:58:08,   7.000000E+01,   4.580432E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         5, 3/21/2013, 1:58:08,   7.000000E+01,   4.580432E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         6, 3/21/2013, 1:58:09,   7.000000E+01,   4.579980E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         7, 3/21/2013, 1:58:09,   7.000000E+01,   4.581336E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         8, 3/21/2013, 1:58:09,   7.000000E+01,   4.579528E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
         9, 3/21/2013, 1:58:09,   7.000000E+01,   4.581336E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        10, 3/21/2013, 1:58:10,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        11, 3/21/2013, 1:58:10,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        12, 3/21/2013, 1:58:10,   7.000000E+01,   4.583145E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        13, 3/21/2013, 1:58:10,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        14, 3/21/2013, 1:58:11,   7.000000E+01,   4.582241E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        15, 3/21/2013, 1:58:11,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        16, 3/21/2013, 1:58:11,   7.000000E+01,   4.581336E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        17, 3/21/2013, 1:58:11,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        18, 3/21/2013, 1:58:12,   7.000000E+01,   4.581789E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        19, 3/21/2013, 1:58:12,   7.000000E+01,   4.581336E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        20, 3/21/2013, 1:58:12,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        21, 3/21/2013, 1:58:12,   7.000000E+01,   4.583597E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        22, 3/21/2013, 1:58:13,   7.000000E+01,   4.583145E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        23, 3/21/2013, 1:58:13,   7.000000E+01,   4.584049E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        24, 3/21/2013, 1:58:13,   7.000000E+01,   4.584501E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        25, 3/21/2013, 1:58:13,   7.000000E+01,   4.584501E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        26, 3/21/2013, 1:58:14,   7.000000E+01,   4.583145E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        27, 3/21/2013, 1:58:14,   7.000000E+01,   4.582693E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        28, 3/21/2013, 1:58:14,   7.000000E+01,   4.584049E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
        29, 3/21/2013, 1:58:14,   7.000000E+01,   4.583597E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00
